repair_stage,scenario,episode_id,step,obstacle_slot,obstacle_id,motion_mode,threat_class,motion_mode_id,threat_class_id,history_valid_ratio,history_valid_ratio_bin,z_norm,nan_count,inf_count,delta_norm_1s,logvar_xy_1s,logvar_xy_raw_1s,projected_std_radial_1s,projected_std_relvel_1s,delta_norm_2s,logvar_xy_2s,logvar_xy_raw_2s,projected_std_radial_2s,projected_std_relvel_2s,delta_norm_4s,logvar_xy_4s,logvar_xy_raw_4s,projected_std_radial_4s,projected_std_relvel_4s
before_fix,eval_flow_id,0,2,0,0,sinusoidal_lateral,medium,1,1,0.15000000596046448,0_0.25,1537856.25,0,0,12536.5283203125,-5.0,-559800.0625,0.08208499848842621,0.08208499103784561,11402.3740234375,-5.0,-396521.0625,0.08208499848842621,0.08208499103784561,24660.234375,-5.0,-241403.21875,0.08208499848842621,0.08208499103784561
before_fix,eval_flow_id,0,2,1,8,sinusoidal_lateral,low,1,0,0.05000000074505806,0_0.25,1537854.875,0,0,12536.689453125,-5.0,-559799.25,0.08208499848842621,0.08208499848842621,11402.25,-5.0,-396520.21875,0.08208499848842621,0.08208499848842621,24660.095703125,-5.0,-241402.21875,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,2,2,6,crossing_or_sudden_threat,medium,4,1,0.10000000149011612,0_0.25,1537856.125,0,0,12536.6044921875,-5.0,-559800.0625,0.08208499848842621,0.08208499848842621,11402.361328125,-5.0,-396521.1875,0.08208499848842621,0.08208499848842621,24660.80859375,-5.0,-241402.9375,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,2,3,7,accel_decel,high,2,2,0.10000000149011612,0_0.25,1537855.0,0,0,12536.5693359375,-5.0,-559799.625,0.08208499848842621,0.08208499103784561,11402.48046875,-5.0,-396520.78125,0.08208499848842621,0.08208499103784561,24660.45703125,-5.0,-241402.9375,0.08208499848842621,0.08208499103784561
before_fix,eval_flow_id,0,2,4,4,sinusoidal_lateral,medium,1,1,0.15000000596046448,0_0.25,1537855.25,0,0,12536.509765625,-5.0,-559799.625,0.08208499848842621,0.08208499103784561,11402.349609375,-5.0,-396520.75,0.08208499848842621,0.08208499103784561,24660.00390625,-5.0,-241403.21875,0.08208499848842621,0.08208499103784561
before_fix,eval_flow_id,0,3,0,0,sinusoidal_lateral,medium,1,1,0.20000000298023224,0_0.25,1620839.75,0,0,12624.7763671875,-5.0,-586833.0,0.08208499848842621,0.08208499848842621,10893.171875,-5.0,-413807.46875,0.08208499848842621,0.08208499848842621,25574.498046875,-5.0,-250842.5625,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,3,1,9,sinusoidal_lateral,medium,1,1,0.05000000074505806,0_0.25,1620835.875,0,0,12624.888671875,-5.0,-586831.375,0.08208499848842621,0.08208499848842621,10893.14453125,-5.0,-413806.0625,0.08208499848842621,0.08208499848842621,25574.068359375,-5.0,-250840.609375,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,3,2,6,crossing_or_sudden_threat,medium,4,1,0.15000000596046448,0_0.25,1620839.5,0,0,12624.90234375,-5.0,-586833.0625,0.08208499103784561,0.08208499848842621,10893.30078125,-5.0,-413807.6875,0.08208499103784561,0.08208499848842621,25574.939453125,-5.0,-250842.4375,0.08208499103784561,0.08208499848842621
before_fix,eval_flow_id,0,3,3,7,accel_decel,high,2,2,0.15000000596046448,0_0.25,1620838.875,0,0,12624.79296875,-5.0,-586832.6875,0.08208499848842621,0.08208499848842621,10893.3154296875,-5.0,-413807.34375,0.08208499848842621,0.08208499848842621,25574.744140625,-5.0,-250842.40625,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,3,4,4,sinusoidal_lateral,medium,1,1,0.20000000298023224,0_0.25,1620838.875,0,0,12624.7607421875,-5.0,-586832.6875,0.08208499103784561,0.08208499103784561,10893.1171875,-5.0,-413807.28125,0.08208499103784561,0.08208499103784561,25574.396484375,-5.0,-250842.546875,0.08208499103784561,0.08208499103784561
before_fix,eval_flow_id,0,4,0,0,sinusoidal_lateral,medium,1,1,0.25,0.25_0.5,1661367.125,0,0,12768.912109375,-5.0,-600207.0625,0.08208499848842621,0.08208499848842621,11098.4970703125,-5.0,-422470.5,0.08208499848842621,0.08208499848842621,27184.787109375,-5.0,-255509.40625,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,4,1,10,crossing_or_sudden_threat,medium,4,1,0.05000000074505806,0_0.25,1661362.0,0,0,12769.0302734375,-5.0,-600204.9375,0.08208499848842621,0.08208499103784561,11098.5126953125,-5.0,-422468.625,0.08208499848842621,0.08208499103784561,27184.357421875,-5.0,-255507.15625,0.08208499848842621,0.08208499103784561
before_fix,eval_flow_id,0,4,2,6,crossing_or_sudden_threat,medium,4,1,0.20000000298023224,0_0.25,1661366.75,0,0,12768.9990234375,-5.0,-600207.0625,0.08208499848842621,0.08208499848842621,11098.6123046875,-5.0,-422470.6875,0.08208499848842621,0.08208499848842621,27185.14453125,-5.0,-255509.28125,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,4,3,7,accel_decel,high,2,2,0.20000000298023224,0_0.25,1661366.75,0,0,12768.857421875,-5.0,-600206.875,0.08208499848842621,0.08208499103784561,11098.5927734375,-5.0,-422470.4375,0.08208499848842621,0.08208499103784561,27185.0703125,-5.0,-255509.28125,0.08208499848842621,0.08208499103784561
before_fix,eval_flow_id,0,4,4,4,sinusoidal_lateral,medium,1,1,0.25,0.25_0.5,1661366.5,0,0,12768.8486328125,-5.0,-600206.75,0.08208499848842621,0.08208499848842621,11098.412109375,-5.0,-422470.375,0.08208499848842621,0.08208499848842621,27184.833984375,-5.0,-255509.375,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,5,0,0,sinusoidal_lateral,medium,1,1,0.30000001192092896,0.25_0.5,1681750.0,0,0,12842.1328125,-5.0,-607238.25,0.08208499103784561,0.08208499848842621,11300.0947265625,-5.0,-427104.1875,0.08208499103784561,0.08208499848842621,27953.298828125,-5.0,-257963.96875,0.08208499103784561,0.08208499848842621
before_fix,eval_flow_id,0,5,1,11,ar1_velocity,high,3,2,0.05000000074505806,0_0.25,1681744.375,0,0,12842.3134765625,-5.0,-607235.875,0.08208499848842621,0.08208499848842621,11300.2109375,-5.0,-427101.90625,0.08208499848842621,0.08208499848842621,27952.841796875,-5.0,-257961.515625,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,5,2,6,crossing_or_sudden_threat,medium,4,1,0.25,0.25_0.5,1681749.25,0,0,12842.251953125,-5.0,-607238.125,0.08208499848842621,0.08208499103784561,11300.1513671875,-5.0,-427104.28125,0.08208499848842621,0.08208499103784561,27953.537109375,-5.0,-257963.84375,0.08208499848842621,0.08208499103784561
before_fix,eval_flow_id,0,5,3,7,accel_decel,high,2,2,0.25,0.25_0.5,1681749.5,0,0,12842.12109375,-5.0,-607238.125,0.08208499848842621,0.08208499848842621,11300.1201171875,-5.0,-427104.125,0.08208499848842621,0.08208499848842621,27953.505859375,-5.0,-257963.90625,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,5,4,4,sinusoidal_lateral,medium,1,1,0.30000001192092896,0.25_0.5,1681749.375,0,0,12842.0966796875,-5.0,-607238.0,0.08208499848842621,0.08208499848842621,11299.9833984375,-5.0,-427104.0625,0.08208499848842621,0.08208499848842621,27953.419921875,-5.0,-257963.90625,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,6,0,0,sinusoidal_lateral,medium,1,1,0.3499999940395355,0.25_0.5,1691558.625,0,0,12870.6953125,-5.0,-610808.5,0.08208499848842621,0.08208499848842621,11458.654296875,-5.0,-429440.75,0.08208499848842621,0.08208499848842621,28223.408203125,-5.0,-259069.71875,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,6,1,12,linear,medium,0,1,0.05000000074505806,0_0.25,1691554.75,0,0,12870.9130859375,-5.0,-610806.6875,0.08208499103784561,0.08208499103784561,11458.75,-5.0,-429439.09375,0.08208499103784561,0.08208499103784561,28222.86328125,-5.0,-259068.09375,0.08208499103784561,0.08208499103784561
before_fix,eval_flow_id,0,6,2,6,crossing_or_sudden_threat,medium,4,1,0.30000001192092896,0.25_0.5,1691557.75,0,0,12870.7578125,-5.0,-610808.375,0.08208499848842621,0.08208499848842621,11458.6982421875,-5.0,-429440.84375,0.08208499848842621,0.08208499848842621,28223.654296875,-5.0,-259069.671875,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,6,3,7,accel_decel,high,2,2,0.30000001192092896,0.25_0.5,1691558.625,0,0,12870.7255859375,-5.0,-610808.375,0.08208499848842621,0.08208499848842621,11458.7822265625,-5.0,-429440.8125,0.08208499848842621,0.08208499848842621,28223.560546875,-5.0,-259069.75,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,6,4,4,sinusoidal_lateral,medium,1,1,0.3499999940395355,0.25_0.5,1691558.25,0,0,12870.6279296875,-5.0,-610808.375,0.08208499848842621,0.08208499848842621,11458.4755859375,-5.0,-429440.8125,0.08208499848842621,0.08208499848842621,28223.6484375,-5.0,-259069.78125,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,7,0,0,sinusoidal_lateral,medium,1,1,0.4000000059604645,0.25_0.5,1696462.5,0,0,12888.927734375,-5.0,-612759.5,0.08208499103784561,0.08208499848842621,11601.6552734375,-5.0,-430719.90625,0.08208499103784561,0.08208499848842621,28298.537109375,-5.0,-259574.625,0.08208499103784561,0.08208499848842621
before_fix,eval_flow_id,0,7,1,13,sinusoidal_lateral,medium,1,1,0.05000000074505806,0_0.25,1696455.375,0,0,12889.0869140625,-5.0,-612756.5,0.08208499848842621,0.08208499103784561,11601.8857421875,-5.0,-430717.125,0.08208499848842621,0.08208499103784561,28297.8828125,-5.0,-259571.890625,0.08208499848842621,0.08208499103784561
before_fix,eval_flow_id,0,7,2,6,crossing_or_sudden_threat,medium,4,1,0.3499999940395355,0.25_0.5,1696461.125,0,0,12889.01953125,-5.0,-612759.125,0.08208499848842621,0.08208499848842621,11601.7587890625,-5.0,-430719.8125,0.08208499848842621,0.08208499848842621,28298.6953125,-5.0,-259574.46875,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,7,3,7,accel_decel,high,2,2,0.3499999940395355,0.25_0.5,1696462.25,0,0,12888.9560546875,-5.0,-612759.375,0.08208499103784561,0.08208499103784561,11601.8525390625,-5.0,-430719.875,0.08208499103784561,0.08208499103784561,28298.552734375,-5.0,-259574.625,0.08208499103784561,0.08208499103784561
before_fix,eval_flow_id,0,7,4,4,sinusoidal_lateral,medium,1,1,0.4000000059604645,0.25_0.5,1696461.75,0,0,12888.87109375,-5.0,-612759.375,0.08208499103784561,0.08208499848842621,11601.5185546875,-5.0,-430719.875,0.08208499103784561,0.08208499848842621,28298.841796875,-5.0,-259574.65625,0.08208499103784561,0.08208499848842621
before_fix,eval_flow_id,0,8,0,0,sinusoidal_lateral,medium,1,1,0.44999998807907104,0.25_0.5,1698615.875,0,0,12897.94921875,-5.0,-613765.375,0.08208499848842621,0.08208499848842621,11734.96484375,-5.0,-431353.0,0.08208499848842621,0.08208499848842621,28293.693359375,-5.0,-259675.59375,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,8,1,14,accel_decel,medium,2,1,0.05000000074505806,0_0.25,1698611.25,0,0,12898.158203125,-5.0,-613763.25,0.08208499103784561,0.08208499848842621,11735.076171875,-5.0,-431351.0,0.08208499103784561,0.08208499848842621,28293.009765625,-5.0,-259673.765625,0.08208499103784561,0.08208499848842621
before_fix,eval_flow_id,0,8,2,6,crossing_or_sudden_threat,medium,4,1,0.4000000059604645,0.25_0.5,1698614.375,0,0,12898.0205078125,-5.0,-613764.9375,0.08208499103784561,0.08208499848842621,11734.978515625,-5.0,-431352.78125,0.08208499103784561,0.08208499848842621,28293.75,-5.0,-259675.28125,0.08208499103784561,0.08208499848842621
before_fix,eval_flow_id,0,8,3,7,accel_decel,high,2,2,0.4000000059604645,0.25_0.5,1698615.875,0,0,12897.9541015625,-5.0,-613765.25,0.08208499103784561,0.08208499848842621,11735.087890625,-5.0,-431353.0,0.08208499103784561,0.08208499848842621,28293.66015625,-5.0,-259675.5625,0.08208499103784561,0.08208499848842621
before_fix,eval_flow_id,0,8,4,4,sinusoidal_lateral,medium,1,1,0.44999998807907104,0.25_0.5,1698615.5,0,0,12897.873046875,-5.0,-613765.375,0.08208499848842621,0.08208499848842621,11734.7431640625,-5.0,-431353.1875,0.08208499848842621,0.08208499848842621,28294.015625,-5.0,-259675.71875,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,9,0,0,sinusoidal_lateral,medium,1,1,0.5,0.5_0.75,1699755.375,0,0,12903.82421875,-5.0,-614433.625,0.08208499848842621,0.08208499848842621,11866.1591796875,-5.0,-431763.25,0.08208499848842621,0.08208499848842621,28252.728515625,-5.0,-259647.46875,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,9,1,15,crossing_or_sudden_threat,low,4,0,0.05000000074505806,0_0.25,1699747.875,0,0,12904.099609375,-5.0,-614430.5,0.08208499103784561,0.08208499848842621,11866.4365234375,-5.0,-431760.40625,0.08208499103784561,0.08208499848842621,28251.98828125,-5.0,-259644.609375,0.08208499103784561,0.08208499848842621
before_fix,eval_flow_id,0,9,2,6,crossing_or_sudden_threat,medium,4,1,0.44999998807907104,0.25_0.5,1699753.625,0,0,12903.927734375,-5.0,-614433.0,0.08208499103784561,0.08208499848842621,11866.2568359375,-5.0,-431762.90625,0.08208499103784561,0.08208499848842621,28252.697265625,-5.0,-259647.15625,0.08208499103784561,0.08208499848842621
before_fix,eval_flow_id,0,9,3,7,accel_decel,high,2,2,0.44999998807907104,0.25_0.5,1699755.5,0,0,12903.8544921875,-5.0,-614433.5,0.08208499848842621,0.08208499848842621,11866.3173828125,-5.0,-431763.1875,0.08208499848842621,0.08208499848842621,28252.6171875,-5.0,-259647.5625,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,9,4,4,sinusoidal_lateral,medium,1,1,0.5,0.5_0.75,1699755.125,0,0,12903.748046875,-5.0,-614433.625,0.08208499848842621,0.08208499848842621,11865.9541015625,-5.0,-431763.5,0.08208499848842621,0.08208499848842621,28252.99609375,-5.0,-259647.78125,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,10,0,0,sinusoidal_lateral,medium,1,1,0.550000011920929,0.5_0.75,1700506.375,0,0,12909.953125,-5.0,-614976.875,0.08208499103784561,0.08208499848842621,11999.3291015625,-5.0,-432095.375,0.08208499103784561,0.08208499848842621,28204.203125,-5.0,-259579.03125,0.08208499103784561,0.08208499848842621
before_fix,eval_flow_id,0,10,1,16,ar1_velocity,high,3,2,0.05000000074505806,0_0.25,1700501.75,0,0,12910.2275390625,-5.0,-614974.625,0.08208499848842621,0.08208499103784561,11999.646484375,-5.0,-432093.1875,0.08208499848842621,0.08208499103784561,28203.275390625,-5.0,-259577.0625,0.08208499848842621,0.08208499103784561
before_fix,eval_flow_id,0,10,2,6,crossing_or_sudden_threat,medium,4,1,0.5,0.5_0.75,1700504.0,0,0,12909.974609375,-5.0,-614976.0,0.08208499848842621,0.0820850059390068,11999.4404296875,-5.0,-432094.8125,0.08208499848842621,0.0820850059390068,28204.150390625,-5.0,-259578.625,0.08208499848842621,0.0820850059390068
before_fix,eval_flow_id,0,10,3,7,accel_decel,high,2,2,0.5,0.5_0.75,1700506.0,0,0,12909.9521484375,-5.0,-614976.625,0.08208499103784561,0.08208499848842621,11999.5419921875,-5.0,-432095.125,0.08208499103784561,0.08208499848842621,28204.041015625,-5.0,-259579.0,0.08208499103784561,0.08208499848842621
before_fix,eval_flow_id,0,10,4,4,sinusoidal_lateral,medium,1,1,0.550000011920929,0.5_0.75,1700506.25,0,0,12909.791015625,-5.0,-614976.9375,0.08208499848842621,0.08208499848842621,11999.0859375,-5.0,-432095.8125,0.08208499848842621,0.08208499848842621,28204.357421875,-5.0,-259579.71875,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,11,0,0,sinusoidal_lateral,medium,1,1,0.6000000238418579,0.5_0.75,1701083.125,0,0,12916.115234375,-5.0,-615463.5,0.08208499103784561,0.08208499848842621,12134.830078125,-5.0,-432392.125,0.08208499103784561,0.08208499848842621,28157.796875,-5.0,-259492.40625,0.08208499103784561,0.08208499848842621
before_fix,eval_flow_id,0,11,1,16,ar1_velocity,high,3,2,0.10000000149011612,0_0.25,1701079.25,0,0,12916.2958984375,-5.0,-615461.875,0.08208499848842621,0.08208499103784561,12135.3056640625,-5.0,-432390.5,0.08208499848842621,0.08208499103784561,28157.5390625,-5.0,-259491.3125,0.08208499848842621,0.08208499103784561
before_fix,eval_flow_id,0,11,2,6,crossing_or_sudden_threat,medium,4,1,0.550000011920929,0.5_0.75,1701080.75,0,0,12916.181640625,-5.0,-615462.625,0.08208499848842621,0.08208499848842621,12134.9453125,-5.0,-432391.5,0.08208499848842621,0.08208499848842621,28157.669921875,-5.0,-259491.84375,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,11,3,7,accel_decel,high,2,2,0.550000011920929,0.5_0.75,1701082.75,0,0,12916.16796875,-5.0,-615463.25,0.08208499848842621,0.08208499848842621,12135.091796875,-5.0,-432391.875,0.08208499848842621,0.08208499848842621,28157.5546875,-5.0,-259492.25,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,11,4,4,sinusoidal_lateral,medium,1,1,0.6000000238418579,0.5_0.75,1701083.875,0,0,12915.9853515625,-5.0,-615464.0,0.08208499848842621,0.08208499848842621,12134.6767578125,-5.0,-432392.9375,0.08208499848842621,0.08208499848842621,28157.75390625,-5.0,-259493.5,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,12,0,0,sinusoidal_lateral,medium,1,1,0.6499999761581421,0.5_0.75,1701583.875,0,0,12922.4296875,-5.0,-615925.125,0.08208499103784561,0.08208499848842621,12272.8505859375,-5.0,-432673.15625,0.08208499103784561,0.08208499848842621,28117.68359375,-5.0,-259397.5,0.08208499103784561,0.08208499848842621
before_fix,eval_flow_id,0,12,1,16,ar1_velocity,high,3,2,0.15000000596046448,0_0.25,1701580.875,0,0,12922.53515625,-5.0,-615923.6875,0.08208499848842621,0.08208499103784561,12273.3232421875,-5.0,-432671.75,0.08208499848842621,0.08208499103784561,28117.671875,-5.0,-259396.65625,0.08208499848842621,0.08208499103784561
before_fix,eval_flow_id,0,12,2,6,crossing_or_sudden_threat,medium,4,1,0.6000000238418579,0.5_0.75,1701581.375,0,0,12922.572265625,-5.0,-615924.0625,0.08208499848842621,0.08208499848842621,12273.1494140625,-5.0,-432672.15625,0.08208499848842621,0.08208499848842621,28117.38671875,-5.0,-259396.8125,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,12,3,7,accel_decel,high,2,2,0.6000000238418579,0.5_0.75,1701583.0,0,0,12922.447265625,-5.0,-615924.6875,0.08208499103784561,0.08208499103784561,12273.0810546875,-5.0,-432672.71875,0.08208499103784561,0.08208499103784561,28117.533203125,-5.0,-259397.3125,0.08208499103784561,0.08208499103784561
before_fix,eval_flow_id,0,12,4,4,sinusoidal_lateral,medium,1,1,0.6499999761581421,0.5_0.75,1701585.25,0,0,12922.3251953125,-5.0,-615925.875,0.08208499103784561,0.08208499848842621,12272.755859375,-5.0,-432674.1875,0.08208499103784561,0.08208499848842621,28117.52734375,-5.0,-259399.0,0.08208499103784561,0.08208499848842621
before_fix,eval_flow_id,0,13,0,0,sinusoidal_lateral,medium,1,1,0.699999988079071,0.5_0.75,1702079.25,0,0,12910.021484375,-5.0,-616388.75,0.08208499848842621,0.08208499103784561,12422.6171875,-5.0,-432955.9375,0.08208499848842621,0.08208499103784561,28106.798828125,-5.0,-259304.84375,0.08208499848842621,0.08208499103784561
before_fix,eval_flow_id,0,13,1,16,ar1_velocity,high,3,2,0.20000000298023224,0_0.25,1702076.25,0,0,12910.1533203125,-5.0,-616387.3125,0.08208499848842621,0.08208499848842621,12422.9384765625,-5.0,-432954.75,0.08208499848842621,0.08208499848842621,28106.927734375,-5.0,-259304.28125,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,13,2,6,crossing_or_sudden_threat,medium,4,1,0.6499999761581421,0.5_0.75,1702076.375,0,0,12910.265625,-5.0,-616387.5,0.08208499848842621,0.08208499848842621,12422.8740234375,-5.0,-432954.8125,0.08208499848842621,0.08208499848842621,28106.50390625,-5.0,-259303.96875,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,13,3,7,accel_decel,high,2,2,0.6499999761581421,0.5_0.75,1702078.125,0,0,12910.1142578125,-5.0,-616388.125,0.08208499103784561,0.08208499848842621,12422.869140625,-5.0,-432955.46875,0.08208499103784561,0.08208499848842621,28106.693359375,-5.0,-259304.625,0.08208499103784561,0.08208499848842621
before_fix,eval_flow_id,0,13,4,4,sinusoidal_lateral,medium,1,1,0.699999988079071,0.5_0.75,1702081.125,0,0,12909.9609375,-5.0,-616389.5625,0.08208499848842621,0.08208499848842621,12422.591796875,-5.0,-432957.09375,0.08208499848842621,0.08208499848842621,28106.5390625,-5.0,-259306.484375,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,14,0,0,sinusoidal_lateral,medium,1,1,0.75,0.75_1.0,1702567.0,0,0,12894.0517578125,-5.0,-616849.75,0.08208499103784561,0.08208499848842621,12576.724609375,-5.0,-433237.3125,0.08208499103784561,0.08208499848842621,28110.076171875,-5.0,-259211.703125,0.08208499103784561,0.08208499848842621
before_fix,eval_flow_id,0,14,1,16,ar1_velocity,high,3,2,0.25,0.25_0.5,1702564.625,0,0,12894.119140625,-5.0,-616848.75,0.08208499848842621,0.08208499848842621,12576.9775390625,-5.0,-433236.5,0.08208499848842621,0.08208499848842621,28110.267578125,-5.0,-259211.609375,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,14,2,6,crossing_or_sudden_threat,medium,4,1,0.699999988079071,0.5_0.75,1702563.75,0,0,12894.2490234375,-5.0,-616848.4375,0.08208499848842621,0.08208499103784561,12576.9365234375,-5.0,-433236.125,0.08208499848842621,0.08208499103784561,28109.9921875,-5.0,-259210.90625,0.08208499848842621,0.08208499103784561
before_fix,eval_flow_id,0,14,3,7,accel_decel,high,2,2,0.699999988079071,0.5_0.75,1702565.25,0,0,12894.12890625,-5.0,-616849.125,0.08208499848842621,0.08208499103784561,12576.857421875,-5.0,-433236.78125,0.08208499848842621,0.08208499103784561,28110.1015625,-5.0,-259211.53125,0.08208499848842621,0.08208499103784561
before_fix,eval_flow_id,0,14,4,4,sinusoidal_lateral,medium,1,1,0.75,0.75_1.0,1702569.125,0,0,12894.0458984375,-5.0,-616850.75,0.08208499848842621,0.08208499848842621,12576.6552734375,-5.0,-433238.5,0.08208499848842621,0.08208499848842621,28109.794921875,-5.0,-259213.34375,0.08208499848842621,0.08208499848842621
before_fix,eval_flow_id,0,15,0,0,sinusoidal_lateral,medium,1,1,0.800000011920929,0.75_1.0,1703285.75,0,0,12877.193359375,-5.0,-617403.625,0.08208499848842621,0.08208499848842621,12731.1669921875,-5.0,-433589.3125,0.08208499848842621,0.08208499848842621,28124.095703125,-5.0,-259167.25,0.08208499848842621,0.08208499848842621
