method_key,method,checkpoint,checkpoint_step,checkpoint_label,scenario,motion_mode,threat_class,z_transform,z_l2_target_norm,z_layernorm_alpha,z_layernorm_eps,block,not_applicable,samples,element_count,nan_count,inf_count,l2_norm_mean,l2_norm_median,l2_norm_p95,l2_norm_max,max_abs_mean,max_abs_p95,max_abs_max
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,sinusoidal_lateral,high,raw,nan,nan,nan,full_aug_obs,0,11181,335430,0,0,13.713686809654089,14.045602798461914,14.8803071975708,15.164043426513672,4.988349476629097,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,linear,high,raw,nan,nan,nan,obs_i_12,0,4992,59904,0,0,1.3761857757941844,1.3688533902168274,1.8196530640125275,2.3672256469726562,0.8284429949111282,1.025552713871002,1.3808693885803223
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,linear,high,raw,nan,nan,nan,z_i_64_raw,0,4992,319488,0,0,27.650442169453854,26.178776741027832,46.34574680328369,57.912899017333984,9.476518593537502,14.31692328453064,19.615957260131836
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,linear,high,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,linear,high,raw,nan,nan,nan,delta_hat_9_after_scale,0,4992,44928,0,0,1.2543908954524876,1.2581855654716492,1.9018476486206055,2.8538665771484375,0.9847516000415616,1.489285910129547,2.581350803375244
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,linear,high,raw,nan,nan,nan,logvar_hat_9_clamped,0,4992,44928,0,0,13.338943727887594,13.77909803390503,14.743464517593384,15.0,4.977803298152792,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,linear,high,raw,nan,nan,nan,full_aug_obs,0,4992,149760,0,0,13.477160083273283,13.922465324401855,14.854004764556885,15.1355619430542,4.977803298152792,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,ar1_velocity,high,raw,nan,nan,nan,obs_i_12,0,7074,84888,0,0,1.4254992578388237,1.4139516949653625,1.8818991303443906,2.3248603343963623,0.8545966087373125,1.0686928689479827,1.4577909708023071
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,ar1_velocity,high,raw,nan,nan,nan,z_i_64_raw,0,7074,452736,0,0,27.9448364691644,27.01563835144043,44.12158851623535,55.43029022216797,9.481345163147969,13.778377437591553,19.408002853393555
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,ar1_velocity,high,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,ar1_velocity,high,raw,nan,nan,nan,delta_hat_9_after_scale,0,7074,63666,0,0,1.2627392703077998,1.2598410844802856,1.9179163396358487,3.2392165660858154,1.0014511547094815,1.5433651268482198,2.978468418121338
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,ar1_velocity,high,raw,nan,nan,nan,logvar_hat_9_clamped,0,7074,63666,0,0,13.32072178293562,13.71365213394165,14.696244382858275,15.0,4.981655792830049,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,ar1_velocity,high,raw,nan,nan,nan,full_aug_obs,0,7074,212220,0,0,13.465903090460003,13.86482858657837,14.798532676696777,15.131163597106934,4.981655792830049,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,sinusoidal_lateral,medium,raw,nan,nan,nan,obs_i_12,0,248,2976,0,0,1.2549579071421777,1.2281272411346436,1.7062304496765133,2.227250814437866,0.7079166445520616,0.9741024643182753,1.3144646883010864
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,sinusoidal_lateral,medium,raw,nan,nan,nan,z_i_64_raw,0,248,15872,0,0,27.710329394186697,28.15775203704834,35.66851444244384,38.016605377197266,9.462055057287216,12.720554542541503,13.284652709960938
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,sinusoidal_lateral,medium,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,sinusoidal_lateral,medium,raw,nan,nan,nan,delta_hat_9_after_scale,0,248,2232,0,0,1.0570943166291522,1.0505303144454956,1.830875039100647,2.194582462310791,0.8302688495586475,1.4117860496044157,1.78875732421875
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,sinusoidal_lateral,medium,raw,nan,nan,nan,logvar_hat_9_clamped,0,248,2232,0,0,13.560553669929504,14.10776138305664,14.918081188201905,15.0,4.993117266124295,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,sinusoidal_lateral,medium,raw,nan,nan,nan,full_aug_obs,0,248,7440,0,0,13.670703985998708,14.220266342163086,14.965630865097046,15.058161735534668,4.993117266124295,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,accel_decel,medium,raw,nan,nan,nan,obs_i_12,0,216,2592,0,0,1.2946510935823123,1.2484983205795288,1.9178413450717926,2.067878246307373,0.7407685584492154,1.1693528592586517,1.2998666763305664
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,accel_decel,medium,raw,nan,nan,nan,z_i_64_raw,0,216,13824,0,0,28.11008315616184,30.037711143493652,36.72856903076172,40.16610336303711,9.82957547792682,12.912558794021606,13.388816833496094
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,accel_decel,medium,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,accel_decel,medium,raw,nan,nan,nan,delta_hat_9_after_scale,0,216,1944,0,0,1.36001256591192,1.3924805521965027,1.9597879648208618,2.183742046356201,1.1047045562278341,1.5161263346672058,1.8898508548736572
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,accel_decel,medium,raw,nan,nan,nan,logvar_hat_9_clamped,0,216,1944,0,0,13.679322304549041,13.939422130584717,14.678856611251831,14.894392013549805,5.0,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,accel_decel,medium,raw,nan,nan,nan,full_aug_obs,0,216,6480,0,0,13.81565370824602,14.068056106567383,14.80447769165039,14.9619140625,5.0,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,ar1_velocity,medium,raw,nan,nan,nan,obs_i_12,0,407,4884,0,0,1.3473348377377747,1.3306324481964111,1.7626057863235474,2.0675156116485596,0.728059125913156,0.9436018347740173,1.459743618965149
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,ar1_velocity,medium,raw,nan,nan,nan,z_i_64_raw,0,407,26048,0,0,24.88767504164862,26.08367919921875,36.04473037719727,47.011863708496094,8.581035289483223,12.290339851379395,15.367191314697266
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,ar1_velocity,medium,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,ar1_velocity,medium,raw,nan,nan,nan,delta_hat_9_after_scale,0,407,3663,0,0,1.1601577337455984,1.1196564435958862,1.8344185233116148,3.06359601020813,0.8971556400198315,1.4581906914710998,2.796027421951294
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,ar1_velocity,medium,raw,nan,nan,nan,logvar_hat_9_clamped,0,407,3663,0,0,12.732494276923102,13.195147514343262,14.387089157104493,14.761167526245117,4.966282586793642,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,ar1_velocity,medium,raw,nan,nan,nan,full_aug_obs,0,407,12210,0,0,12.864480011586183,13.32145881652832,14.5081072807312,14.864215850830078,4.966282586793642,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,linear,medium,raw,nan,nan,nan,obs_i_12,0,43,516,0,0,1.249703845312429,1.2332819700241089,1.7441289782524108,1.925190806388855,0.6872537066770155,0.9737761080265044,1.1783466339111328
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,linear,medium,raw,nan,nan,nan,z_i_64_raw,0,43,2752,0,0,23.054495146108227,21.629161834716797,35.45310516357422,35.56993103027344,8.081398010253906,12.277512741088866,12.301881790161133
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,linear,medium,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,linear,medium,raw,nan,nan,nan,delta_hat_9_after_scale,0,43,387,0,0,1.2726633257644122,1.3553056716918945,1.8410475254058838,1.8757215738296509,0.9944551399973935,1.3781110405921935,1.4470831155776978
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,linear,medium,raw,nan,nan,nan,logvar_hat_9_clamped,0,43,387,0,0,12.91059048231258,13.351770401000977,14.254624843597412,14.522226333618164,4.973219960234886,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,linear,medium,raw,nan,nan,nan,full_aug_obs,0,43,1290,0,0,13.042939452237862,13.456774711608887,14.381958198547363,14.578760147094727,4.973219960234886,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,crossing_or_sudden_threat,medium,raw,nan,nan,nan,obs_i_12,0,95,1140,0,0,1.3046565815022118,1.2339597940444946,1.843365466594696,1.9865907430648804,0.6995425669770492,1.0241575241088865,1.2758138179779053
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,crossing_or_sudden_threat,medium,raw,nan,nan,nan,z_i_64_raw,0,95,6080,0,0,23.805071338854336,21.614322662353516,35.74297714233398,37.2635498046875,8.273808326219257,12.237450695037841,12.933072090148926
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,crossing_or_sudden_threat,medium,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,crossing_or_sudden_threat,medium,raw,nan,nan,nan,delta_hat_9_after_scale,0,95,855,0,0,1.1964188202431327,1.1215627193450928,1.9079226613044737,2.399005889892578,0.9368219504230901,1.4411903381347653,2.073892831802368
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,crossing_or_sudden_threat,medium,raw,nan,nan,nan,logvar_hat_9_clamped,0,95,855,0,0,12.807569072121067,13.27927303314209,14.403840923309327,14.57778263092041,4.956874729457654,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_id,crossing_or_sudden_threat,medium,raw,nan,nan,nan,full_aug_obs,0,95,2850,0,0,12.938328110544305,13.440072059631348,14.525054264068604,14.717498779296875,4.956874729457654,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,accel_decel,high,raw,nan,nan,nan,obs_i_12,0,8514,102168,0,0,1.3976572468047246,1.3745061755180359,1.8856767296791075,2.3125662803649902,0.8449462710102875,1.1107494473457336,1.471521019935608
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,accel_decel,high,raw,nan,nan,nan,z_i_64_raw,0,8514,544896,0,0,27.579728216359893,25.903884887695312,44.80785675048828,57.2756233215332,9.344126969064826,13.930692672729492,19.33100128173828
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,accel_decel,high,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,accel_decel,high,raw,nan,nan,nan,delta_hat_9_after_scale,0,8514,76626,0,0,1.2572759922649839,1.2493224143981934,1.8844680547714228,3.198232889175415,0.9935124446111776,1.5271862030029295,2.9056453704833984
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,accel_decel,high,raw,nan,nan,nan,logvar_hat_9_clamped,0,8514,76626,0,0,13.320393912299911,13.68522834777832,14.713369369506836,15.0,4.976398586498786,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,accel_decel,high,raw,nan,nan,nan,full_aug_obs,0,8514,255420,0,0,13.461695553692456,13.835310459136963,14.8199942111969,15.168807029724121,4.976398586498786,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,crossing_or_sudden_threat,high,raw,nan,nan,nan,obs_i_12,0,5970,71640,0,0,1.3677692580063339,1.3487228155136108,1.844696605205536,2.3868672847747803,0.8159613745695782,1.0518230557441712,1.428148627281189
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,crossing_or_sudden_threat,high,raw,nan,nan,nan,z_i_64_raw,0,5970,382080,0,0,28.474030654913616,26.713947296142578,46.334462356567386,56.92908477783203,9.659869636083569,14.195507764816284,19.29823875427246
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,crossing_or_sudden_threat,high,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,crossing_or_sudden_threat,high,raw,nan,nan,nan,delta_hat_9_after_scale,0,5970,53730,0,0,1.3214005722016895,1.332198977470398,1.9956506073474887,3.4890060424804688,1.0450701885137526,1.6888983428478244,3.0843939781188965
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,crossing_or_sudden_threat,high,raw,nan,nan,nan,logvar_hat_9_clamped,0,5970,53730,0,0,13.414908492585123,13.744086265563965,14.68671703338623,15.0,4.991797155351495,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,crossing_or_sudden_threat,high,raw,nan,nan,nan,full_aug_obs,0,5970,179100,0,0,13.558631252084345,13.889344692230225,14.801532554626466,15.134737968444824,4.991797155351495,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,sinusoidal_lateral,high,raw,nan,nan,nan,obs_i_12,0,15443,185316,0,0,1.4040154243414091,1.3886587619781494,1.9201749444007872,2.4517173767089844,0.83226351957822,1.0715306878089905,1.47183358669281
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,sinusoidal_lateral,high,raw,nan,nan,nan,z_i_64_raw,0,15443,988352,0,0,29.83415665731817,30.233951568603516,45.10329933166504,56.097373962402344,10.091872968690998,13.985444927215577,19.890766143798828
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,sinusoidal_lateral,high,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,sinusoidal_lateral,high,raw,nan,nan,nan,delta_hat_9_after_scale,0,15443,138987,0,0,1.2863420812684598,1.2832980155944824,2.000442552566528,3.2323501110076904,1.0185714264475145,1.6486232638359068,2.9627857208251953
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,sinusoidal_lateral,high,raw,nan,nan,nan,logvar_hat_9_clamped,0,15443,138987,0,0,13.55875290804157,13.930683135986328,14.728112125396729,15.0,4.981329634562757,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,sinusoidal_lateral,high,raw,nan,nan,nan,full_aug_obs,0,15443,463290,0,0,13.702006565492434,14.089327812194824,14.836515331268311,15.170785903930664,4.981329634562757,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,ar1_velocity,high,raw,nan,nan,nan,obs_i_12,0,9688,116256,0,0,1.3925882139536194,1.3743031024932861,1.9230572164058686,2.3682687282562256,0.8309386626845741,1.0814993560314177,1.4333868026733398
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,ar1_velocity,high,raw,nan,nan,nan,z_i_64_raw,0,9688,620032,0,0,31.08309001700136,30.14735984802246,47.55700817108154,55.74325942993164,10.339632145242195,15.107862520217891,19.698759078979492
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,ar1_velocity,high,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,ar1_velocity,high,raw,nan,nan,nan,delta_hat_9_after_scale,0,9688,87192,0,0,1.2714564274591997,1.254508912563324,2.053391647338867,3.3883144855499268,1.021315160888062,1.772765380144119,2.963538646697998
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,ar1_velocity,high,raw,nan,nan,nan,logvar_hat_9_clamped,0,9688,87192,0,0,13.619915652383368,13.890392303466797,14.822707271575927,15.0,4.989785320373924,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,ar1_velocity,high,raw,nan,nan,nan,full_aug_obs,0,9688,290640,0,0,13.761266352075078,14.04604434967041,14.924941682815552,15.185023307800293,4.989785320373924,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,linear,high,raw,nan,nan,nan,obs_i_12,0,9619,115428,0,0,1.3850568383792692,1.3682911396026611,1.870404064655304,2.3743093013763428,0.826660276215269,1.0605738282203676,1.4727975130081177
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,linear,high,raw,nan,nan,nan,z_i_64_raw,0,9619,615616,0,0,27.39702309262345,25.95172119140625,45.48746299743653,56.03184509277344,9.33705464883212,14.038390731811525,19.03559112548828
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,linear,high,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,linear,high,raw,nan,nan,nan,delta_hat_9_after_scale,0,9619,86571,0,0,1.233254370673188,1.2249119281768799,1.9232886672019962,3.2402398586273193,0.980752094994914,1.5565254211425783,2.9428622722625732
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,linear,high,raw,nan,nan,nan,logvar_hat_9_clamped,0,9619,86571,0,0,13.25557477960766,13.709351539611816,14.721076011657715,15.0,4.966860598617587,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,linear,high,raw,nan,nan,nan,full_aug_obs,0,9619,288570,0,0,13.394231132043723,13.859654426574707,14.832114791870117,15.120757102966309,4.966860598617587,5.0,5.0
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,linear,medium,raw,nan,nan,nan,obs_i_12,0,298,3576,0,0,1.2794177630203682,1.2365609407424927,1.7888877153396605,2.1628878116607666,0.7468245043450554,1.0860595285892487,1.3104325532913208
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,linear,medium,raw,nan,nan,nan,z_i_64_raw,0,298,19072,0,0,26.222265400342494,28.906331062316895,37.28319797515869,39.106346130371094,9.06613835952426,13.232611322402954,14.379866600036621
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,linear,medium,raw,nan,nan,nan,z_i_64_after_constraint,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
n3f_no_z_full,gpsi_no_z_full_1500k,n3f_no_z_full_final,1500000,final,eval_flow_high_density,linear,medium,raw,nan,nan,nan,delta_hat_9_after_scale,0,298,2682,0,0,1.0518881757087355,1.084536850452423,1.6103515505790709,1.8130537271499634,0.8089483812351355,1.2879515469074247,1.549349308013916
